Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
58166377,2023-07-11 14:48:55,01/02/2024 01:02:52 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1223 EAST   48 STREET,EAST   48 STREET,KINGS HIGHWAY,AVENUE I,KINGS HIGHWAY,AVENUE I,ADDRESS,BROOKLYN,EAST   48 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,01/02/2024 01:02:57 PM,18 BROOKLYN,45.0,Precinct 63,3077520020.0,BROOKLYN,"1,003,641","169,265",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63124865004,-73.93013932543,POINT (-73.930139325431 40.631248650036)
58165132,2023-07-11 14:15:11,12/05/2024 08:56:31 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1786 EAST   51 STREET,EAST   51 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   51 STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",12/05/2024 08:56:37 AM,18 BROOKLYN,46.0,Precinct 63,3078950085.0,BROOKLYN,"1,004,884","164,096",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61705802419,-73.92567692589,POINT (-73.925676925888 40.61705802419)
58163673,2023-07-11 13:15:55,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2214 EAST   70 STREET,EAST   70 STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,EAST   70 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and  expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",12/27/2024 10:25:43 AM,18 BROOKLYN,46.0,Precinct 63,3084380046.0,BROOKLYN,"1,010,376","164,200",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61732899026,-73.90589451114,POINT (-73.905894511142 40.617328990258)
58171925,2023-07-11 12:39:20,12/10/2023 09:29:57 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1191 EAST   46 STREET,EAST   46 STREET,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,12/10/2023 09:30:03 AM,18 BROOKLYN,45.0,Precinct 63,3077500032.0,BROOKLYN,"1,003,082","169,504",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63190586031,-73.93215258772,POINT (-73.932152587717 40.631905860312)
58166378,2023-07-11 12:00:49,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,931 EAST   58 STREET,EAST   58 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   58 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",10/25/2023 12:34:00 PM,18 BROOKLYN,46.0,Precinct 63,3077620023.0,BROOKLYN,"1,006,311","169,520",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63194232372,-73.92051918883,POINT (-73.920519188833 40.631942323717)
58162161,2023-07-11 11:35:00,12/17/2023 09:01:38 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1302 EAST   70 STREET,EAST   70 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   70 STREET,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",12/17/2023 09:01:45 AM,18 BROOKLYN,46.0,Precinct 63,3083690378.0,BROOKLYN,"1,008,374","166,710",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62422409097,-73.91309671303,POINT (-73.913096713028 40.624224090967)
58162148,2023-07-11 10:52:44,08/18/2023 04:14:04 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,2152 EAST   38 STREET,EAST   38 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   38 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,08/18/2023 04:14:08 PM,18 BROOKLYN,46.0,Precinct 63,3085370065.0,BROOKLYN,"1,004,484","160,866",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60819326543,-73.92712739239,POINT (-73.927127392394 40.608193265434)
58171862,2023-07-11 10:50:37,09/16/2024 11:54:30 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1250 EAST   70 STREET,EAST   70 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   70 STREET,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,09/16/2024 11:54:34 AM,18 BROOKLYN,46.0,Precinct 63,3083560068.0,BROOKLYN,"1,008,095","167,036",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62511964757,-73.91410061869,POINT (-73.914100618685 40.625119647573)
58170464,2023-07-11 10:15:08,12/16/2024 09:14:14 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1603 EAST   52 STREET,EAST   52 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/16/2024 09:14:22 AM,18 BROOKLYN,46.0,Precinct 63,3078770027.0,BROOKLYN,"1,005,053","165,289",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6203321649,-73.92506451703,POINT (-73.925064517029 40.620332164903)
58162149,2023-07-11 09:54:37,06/06/2024 12:11:57 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,,Street,11234,2221 TROY AVENUE,TROY AVENUE,BAUGHMAN PLACE,FLATBUSH AVENUE,BAUGHMAN PLACE,FLATBUSH AVENUE,ADDRESS,BROOKLYN,TROY AVENUE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,06/06/2024 12:12:03 PM,18 BROOKLYN,45.0,Precinct 63,3078690025.0,BROOKLYN,"1,002,913","165,043",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61966171268,-73.93277379041,POINT (-73.932773790412 40.619661712677)
58153994,2023-07-10 15:57:29,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,,Street,11234,EAST   57 STREET,EAST   57 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,BLOCKFACE,,,,In Progress,,,,Unspecified BROOKLYN,,Precinct 63,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
58155013,2023-07-10 15:01:41,11/08/2023 02:26:57 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2666 MILL AVENUE,MILL AVENUE,EAST   57 PLACE,56 DRIVE,EAST   57 PLACE,56 DRIVE,ADDRESS,BROOKLYN,MILL AVENUE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,11/08/2023 02:27:04 PM,18 BROOKLYN,46.0,Precinct 63,3086450025.0,BROOKLYN,"1,008,462","161,033",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60864166969,-73.91280006355,POINT (-73.912800063551 40.608641669686)
58150937,2023-07-10 14:52:37,09/23/2024 09:06:44 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1271 EAST   73 STREET,EAST   73 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST   73 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,09/23/2024 09:06:57 AM,18 BROOKLYN,46.0,Precinct 63,3083600011.0,BROOKLYN,"1,008,607","167,432",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62620519106,-73.91225475885,POINT (-73.912254758851 40.626205191059)
58159359,2023-07-10 12:51:11,12/27/2024 09:06:43 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,2550 EAST   66 STREET,EAST   66 STREET,BARLOW DRIVE SOUTH,MAYFAIR DRIVE SOUTH,BARLOW DRIVE SOUTH,MAYFAIR DRIVE SOUTH,ADDRESS,BROOKLYN,EAST   66 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 09:06:46 AM,18 BROOKLYN,46.0,Precinct 63,3086430057.0,BROOKLYN,"1,009,787","160,940",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60838268447,-73.90802840823,POINT (-73.908028408234 40.608382684467)
58159411,2023-07-10 12:27:48,12/10/2024 11:34:55 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,4803 AVENUE J,AVENUE J,EAST   48 STREET,EAST   49 STREET,EAST   48 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,AVENUE J,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/10/2024 11:35:00 AM,18 BROOKLYN,45.0,Precinct 63,3077740008.0,BROOKLYN,"1,003,777","168,106",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62806714182,-73.9296527067,POINT (-73.929652706703 40.628067141817)
58153883,2023-07-10 09:10:54,11/08/2023 12:00:18 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,2045 EAST   58 STREET,EAST   58 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   58 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,11/08/2023 12:00:23 PM,18 BROOKLYN,46.0,Precinct 63,3084010020.0,BROOKLYN,"1,007,079","163,136",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6144176403,-73.91777384935,POINT (-73.917773849354 40.614417640296)
58146116,2023-07-09 15:25:58,12/27/2024 08:38:34 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,690 EAST   59 STREET,EAST   59 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   59 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 08:38:38 AM,18 BROOKLYN,45.0,Precinct 63,3079540047.0,BROOKLYN,"1,006,403","171,466",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63728344851,-73.92018134532,POINT (-73.920181345324 40.637283448512)
58143093,2023-07-09 13:15:26,12/17/2023 09:01:37 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,7002 AVENUE L,AVENUE L,EAST   70 STREET,EAST   72 STREET,EAST   70 STREET,EAST   72 STREET,ADDRESS,BROOKLYN,AVENUE L,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,12/17/2023 09:01:45 AM,18 BROOKLYN,46.0,Precinct 63,3083570031.0,BROOKLYN,"1,007,886","167,363",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62601775363,-73.91485237611,POINT (-73.914852376108 40.626017753631)
58145255,2023-07-09 12:17:10,10/25/2023 12:33:51 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,936 EAST   58 STREET,EAST   58 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   58 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,10/25/2023 12:33:59 PM,18 BROOKLYN,45.0,Precinct 63,3077610064.0,BROOKLYN,"1,006,299","169,596",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63215095742,-73.9205621738,POINT (-73.920562173799 40.632150957422)
58149914,2023-07-09 09:40:31,07/11/2023 10:50:59 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Sign,Street,11234,2164 RALPH AVENUE,RALPH AVENUE,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,RALPH AVENUE,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,07/11/2023 10:51:03 AM,18 BROOKLYN,46.0,Precinct 63,3078390001.0,BROOKLYN,"1,007,052","167,015",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62506475293,-73.91785799728,POINT (-73.917857997278 40.62506475293)
58141035,2023-07-08 18:19:43,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1838 EAST   37 STREET,EAST   37 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084800066.0,BROOKLYN,"1,002,738","162,521",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61273971387,-73.9334110655,POINT (-73.933411065503 40.612739713865)
58141095,2023-07-08 11:02:56,12/31/2024 08:52:08 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,GLENDALE COURT,GLENDALE COURT,GLENDALE COURT,SCHENECTADY AVENUE,GLENDALE COURT,SCHENECTADY AVENUE,INTERSECTION,,,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/31/2024 08:52:12 AM,18 BROOKLYN,45.0,Precinct 63,,BROOKLYN,"1,003,304","170,042",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63338208115,-73.93135125353,POINT (-73.931351253529 40.633382081146)
58142186,2023-07-08 07:09:05,12/26/2024 10:08:59 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,EAST   57 STREET,EAST   57 STREET,EAST   57 STREET,FARRAGUT ROAD,EAST   57 STREET,FARRAGUT ROAD,INTERSECTION,,,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/26/2024 10:09:02 AM,18 BROOKLYN,45.0,Precinct 63,,BROOKLYN,"1,005,924","171,025",PHONE,Unspecified,BROOKLYN,,,,,,,,40.636074183,-73.9219086281,POINT (-73.921908628098 40.636074182997)
58127562,2023-07-07 23:36:15,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1672 EAST   51 STREET,EAST   51 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   51 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078750075.0,BROOKLYN,"1,004,803","165,083",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61976732147,-73.92596568072,POINT (-73.925965680725 40.619767321474)
58131270,2023-07-07 17:50:34,12/10/2023 09:29:56 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1205 EAST   46 STREET,EAST   46 STREET,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,12/10/2023 09:30:03 AM,18 BROOKLYN,45.0,Precinct 63,3077500026.0,BROOKLYN,"1,003,089","169,419",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63167253848,-73.9321276056,POINT (-73.932127605598 40.631672538483)
58132783,2023-07-07 15:22:14,12/16/2024 12:41:05 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1720 EAST   55 STREET,EAST   55 STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,EAST   55 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/16/2024 12:41:09 PM,18 BROOKLYN,46.0,Precinct 63,3085150024.0,BROOKLYN,"1,006,022","163,178",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61453558188,-73.92158084493,POINT (-73.92158084493 40.614535581881)
58132585,2023-07-07 10:35:09,12/18/2024 11:08:00 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1217 EAST   56 STREET,EAST   56 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   56 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/18/2024 11:08:05 AM,18 BROOKLYN,46.0,Precinct 63,3078360040.0,BROOKLYN,"1,005,963","167,262",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62574545185,-73.92178021792,POINT (-73.921780217922 40.625745451854)
58131457,2023-07-07 10:09:51,12/27/2024 11:43:43 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,2347 EAST   74 STREET,EAST   74 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   74 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 11:43:48 AM,18 BROOKLYN,46.0,Precinct 63,3084520020.0,BROOKLYN,"1,011,793","164,147",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61717922469,-73.9007907173,POINT (-73.900790717302 40.617179224691)
58130124,2023-07-07 07:20:01,01/09/2024 02:50:35 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2049 EAST   41 STREET,EAST   41 STREET,KINGS HIGHWAY,AVENUE L,KINGS HIGHWAY,AVENUE L,ADDRESS,BROOKLYN,EAST   41 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,01/09/2024 02:50:38 PM,18 BROOKLYN,45.0,Precinct 63,3078230008.0,BROOKLYN,"1,002,570","166,495",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62364786448,-73.93400537382,POINT (-73.934005373819 40.623647864482)
58117614,2023-07-06 16:50:22,10/16/2023 01:16:08 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1566 EAST   52 STREET,EAST   52 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond. Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",10/16/2023 01:16:17 PM,18 BROOKLYN,46.0,Precinct 63,3078760049.0,BROOKLYN,"1,005,028","165,537",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62101293165,-73.92515380739,POINT (-73.925153807388 40.621012931647)
58117733,2023-07-06 16:26:04,11/17/2023 10:12:46 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1625 EAST   35 STREET,EAST   35 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,EAST   35 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,11/17/2023 10:12:50 AM,18 BROOKLYN,46.0,Precinct 63,3077080033.0,BROOKLYN,"1,001,251","163,444",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61527613555,-73.93876452433,POINT (-73.938764524329 40.615276135546)
58116209,2023-07-06 12:00:26,09/11/2023 08:52:28 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,3224 FILLMORE AVENUE,FILLMORE AVENUE,EAST   32 STREET,EAST   33 STREET,EAST   32 STREET,EAST   33 STREET,ADDRESS,BROOKLYN,FILLMORE AVENUE,,Closed,,NYC Parks performed the work necessary to correct the condition.,09/11/2023 08:52:32 AM,18 BROOKLYN,46.0,Precinct 63,3084990041.0,BROOKLYN,"1,002,073","161,397",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60965592846,-73.9358091871,POINT (-73.935809187097 40.609655928464)
58116332,2023-07-06 10:51:44,12/31/2024 09:42:26 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1918 HENDRICKSON STREET,HENDRICKSON STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,HENDRICKSON STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/31/2024 09:42:29 AM,18 BROOKLYN,46.0,Precinct 63,3085080049.0,BROOKLYN,"1,004,142","162,875",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61370832983,-73.9283531845,POINT (-73.928353184498 40.613708329828)
58101485,2023-07-06 01:31:46,12/03/2024 03:42:50 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,7202 AVENUE M,AVENUE M,EAST   72 STREET,EAST   73 STREET,EAST   72 STREET,EAST   73 STREET,ADDRESS,BROOKLYN,AVENUE M,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/03/2024 03:42:55 PM,18 BROOKLYN,46.0,Precinct 63,3083620040.0,BROOKLYN,"1,008,717","167,083",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62524695665,-73.91185975302,POINT (-73.911859753017 40.62524695665)
58106311,2023-07-05 17:28:32,01/08/2024 03:29:34 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1933 HENDRICKSON STREET,HENDRICKSON STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,HENDRICKSON STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,01/08/2024 03:29:37 PM,18 BROOKLYN,46.0,Precinct 63,3085090026.0,BROOKLYN,"1,004,197","162,819",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61355449779,-73.92815525154,POINT (-73.928155251542 40.61355449779)
58109754,2023-07-05 11:22:57,08/14/2023 04:11:29 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1653 KIMBALL STREET,KIMBALL STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,KIMBALL STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,08/14/2023 04:11:33 PM,18 BROOKLYN,46.0,Precinct 63,3078640018.0,BROOKLYN,"1,002,357","164,180",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61729411137,-73.93477887828,POINT (-73.93477887828 40.617294111366)
